mol,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1432.3167,937.55927,479.74844,943.17212,489.14447,18450.229,9440.9697,457.81082,9009.2588,1.0661561,2.753593,385.099,46.368942,102.28558,109.88489,1.4443259,-147.88277,0,62.441669,202.39276,164.95917,7.5993094,0.65457541,0.3349458,0.65849417,0.34150586,12.88139,6.5913987,0.05009418,0.1397098,0.95332432,84773.242,11317.209,77224.156,81005.125,8.6224089,8.5647583,2.8174894,1.916941,1069.5,1182.6506,8.5707111,0.034835629,2.4262114,2.0597634,1.3397253,0.79239702,0.42868763,0.19560346,0.090747029,0.042612966,1756.25,1035,764.625,636.875,542.875,427.625,276.5,149.125,0.5,0.5,0.70710677,10.246951,0.70710677,10.319883,-3.0776377,-2.7950332,-2.6901081,-9.3211746,-9.0437126,-8.9081497,1.6319828,560.25,744.125,680.625,360.625,156.125,69.625,33.125,16,0.27971229,0.14288518,4.0549955,4.3151388,4.8742065,5.4328299,5.9957304,6.1856933,5.7916341,5.4746876,0.91222435,0.84232444,2.4924812,3.3719563,3.7370038,4.3829589,5.3277235,6.1395478,1.6525145,1342.424,2218.375,3036.75,1951.75,1078.125,492.5,213.875,91,40.75,17.375,2476.5,1207.625,397.5,131.875,57.75,21.375,7.625,1.375
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1490.8418,930.79254,546.40875,943.71484,547.12689,18317.066,10752.778,384.38379,7564.2886,1.0603315,3.0998397,358.66241,44.385689,87.637283,93.549942,1.5575784,-132.6017,0,63.286053,143.17624,155.88315,5.9126611,0.62434024,0.36651024,0.63300806,0.36699194,12.286392,7.2125549,0.026646582,0.11232952,0.93645799,100284.54,10996.664,91675.938,97896.477,9.378129,9.5185518,2.9291227,1.5537875,1075.375,1162.938,9.8341875,0.026847914,2.4544978,2.0864327,1.3465255,0.81720155,0.50506133,0.27125186,0.14411648,0.078936085,1752.75,1040.5,774.875,648.625,551.625,431.375,282.875,145.75,13.693064,13.610658,0.5,0.86602539,0.70710677,1.5,-2.6201069,-2.559433,-2.4974253,-10.550126,-9.8039083,-9.7147636,1.6532563,591.375,786.25,747.625,428.25,230.875,121,60.75,32.125,0.35618648,0.20736173,4.7901144,5.1492605,5.6106982,6.2304397,6.8288827,6.9424801,6.5931797,6.2530651,0.86189389,1.2621478,3.1618834,4.0077744,4.2421784,4.2401972,4.2687998,4.3454065,1.6399059,1374.3928,2253.875,3170,2056.5,1150.75,552.125,276,134.5,63.25,32.5,2578.625,1270.25,403.125,123.875,45.125,13.5,2.5,0.375
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1442.1438,927.47766,501.78897,980.28442,461.85941,18251.832,9874.2041,425.68866,8377.6289,1.0654089,3.5083101,346.66949,42.314777,68.545319,67.434189,1.9483047,-107.14428,0,63.634918,138.28665,171.33731,-1.1111336,0.64312422,0.34794655,0.67974108,0.32025892,12.656041,6.8468924,0.043568742,0.091046125,0.97925043,94855.133,8342.9521,89732.969,91634.344,9.1207304,9.3515978,2.2040029,1.9519708,1070.25,1172.934,8.0135384,0.032038141,2.4459529,2.0642281,1.2791632,0.74382794,0.42677134,0.2293524,0.12085802,0.051546082,1808.625,1064.25,784.5,667.75,569.625,443.5,292.75,143.25,1.2247449,0.5,1.6583124,0.5,0.70710677,0.86602539,-2.773345,-2.7213497,-2.55932,-9.6227045,-8.6614113,-8.491744,1.6162643,553.25,694.875,676,352.375,176.5,94.125,47.875,19.375,0.28170809,0.15949082,3.9761295,4.3208628,4.7901521,5.3063846,5.9737201,5.9271965,5.6117678,5.5478134,0.88928139,0.89557213,2.6262789,3.2102263,3.258544,3.2395015,3.3548706,3.4758658,1.669306,1330.6428,2221.25,3020.25,1890.5,1025.625,466.375,221,106.5,49.125,19.375,2467,1195.625,349.625,114,44.5,12.375,1.25,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1453.3396,922.46606,515.28015,920.38092,532.95868,18153.209,10139.683,407.18591,8013.5264,1.0609481,1.7473167,350.23041,32.877174,77.71019,78.026459,2.5569265,-79.099899,0,61.619236,166.27719,175.1506,0.31626886,0.63472164,0.35454905,0.63328689,0.36671311,12.490686,6.9768162,0.073209651,0.19039662,0.93647593,86147.539,15423.773,75862.648,81008.648,8.6920185,8.4649553,3.1863632,2.2903867,1074.75,1187.3099,9.1668444,0.031673502,2.4530132,2.1223531,1.3820907,0.84184164,0.50498486,0.27891842,0.15628198,0.075823173,1693.5,1003.625,736.75,613.5,523.875,417.875,285.5,145.5,1.5,0.86602539,2.3452079,0.70710677,0.5,0.86602539,-2.7801995,-2.7436194,-2.679225,-9.7053385,-9.5076838,-9.1595764,1.6267562,635.75,819.625,747.375,418.375,219,117.5,61.75,27.875,0.37139463,0.22208638,4.7246418,5.0027232,5.3790207,5.9727597,6.4869666,6.534236,6.3369818,6.6416039,0.87608749,0.9669407,2.7343256,3.5926306,3.8080096,3.9936886,4.3070803,5.0251842,1.6636264,1347.5081,2241.75,3135.5,2064.125,1158.5,551.875,273.625,136.25,66.125,29.875,2499.75,1244.5,411.125,133.5,54.625,18.75,4.375,2
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1463.1089,960.9256,491.16599,964.79834,498.31055,18909.094,9665.1641,469.75958,9243.9297,1.0646629,3.4508312,372.61832,46.396355,77.428383,79.417572,1.381933,-121.32846,0,61.020123,181.00975,184.40233,1.989186,0.65676969,0.33570024,0.65941662,0.34058335,12.923914,6.6059093,0.046311863,0.11793411,0.95340657,91179.82,10382.851,83937.367,88039.422,8.9422865,9.0039911,2.6956975,1.9376761,1071,1181.71,8.2441864,0.034631871,2.4248049,2.0533252,1.3144438,0.72772723,0.41501108,0.21561725,0.097972222,0.051674828,1770.625,1049.875,778.375,652.625,558.875,430.375,286,138.125,11.608187,11.55422,0.5,0.5,7.5663729,7.8102498,-2.7888319,-2.7299709,-2.7131629,-11.11887,-10.977394,-10.888902,1.6475538,536,696.875,655.75,338.875,172.75,88.25,44.375,21.75,0.28713667,0.15686651,4.1215887,4.4060059,4.8323965,5.5410419,6.1095805,6.3321829,6.431005,6.5562425,0.78707951,0.99403483,2.7145963,3.4105718,3.4636877,3.2484758,3.0345216,3.2203698,1.6421678,1363.9745,2239.875,3037.625,1934.375,1052.375,468.625,223.5,102.375,45,21.75,2501.625,1237.5,396.625,129.75,50.75,14.125,0.625,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1469.7386,939.62262,514.039,932.51044,537.22827,18489.895,10115.773,425.58365,8374.1211,1.0629261,2.3643005,365.98019,42.994316,75.555351,77.541016,2.0165896,-117.76373,0,62.976204,180.58534,180.45207,1.9856602,0.63931274,0.34974855,0.63447362,0.36552638,12.580396,6.8827019,0.030453132,0.15023358,0.89679766,86124.516,12641.521,75461.734,84145.773,8.6908569,8.6058245,3.3292689,1.5017874,1072.75,1170.074,8.6430254,0.031143483,2.4073143,2.0122848,1.33368,0.78465438,0.48757768,0.27764967,0.14940676,0.076087587,1664.5,990.5,746.25,625.375,538.125,410.125,268.5,141.625,0.5,1,0.5,0.5,0.5,0.70710677,-2.9816928,-2.9151957,-2.5752428,-12.359091,-11.94685,-11.689946,1.6418588,581.125,760.25,714.875,407,227,124.25,66.375,30.875,0.36649916,0.21966819,4.7007689,4.9472733,5.3086753,5.8964219,6.5497155,7.0898247,6.6040001,6.7771101,0.84088945,1.0917984,2.7528493,3.3249652,3.3429923,3.1971085,3.3268013,4.2882471,1.6498234,1362.4943,2247.875,3044.25,1974.75,1116.375,526.875,273.5,137.375,68.5,31,2463.125,1214.5,401.5,119.875,46.5,13.125,2.125,0.125
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1408.9257,863.56256,529.10266,888.80261,520.12311,16993.184,10412.211,334.45993,6580.9731,1.0686542,1.6858341,392.57709,42.739819,87.168587,87.50779,2.8211455,-147.63542,0,60.359875,188.52419,199.14845,0.33920696,0.61292273,0.37553623,0.63083708,0.36916292,12.061093,7.3901772,0.064379796,0.15744328,0.95769078,83879.734,12487.436,75958.164,79313.867,8.576848,8.452755,2.7499797,2.1447322,1067,1173.6016,9.8961592,0.027318923,2.4368553,2.093142,1.3852133,0.8675378,0.54246783,0.29864165,0.14355884,0.064995393,1581,922.625,685.875,575,487.625,387.25,244.875,119.75,0.70710677,0.70710677,1.2247449,0.70710677,8.1547537,8.2462111,-2.9534452,-2.9351306,-2.6755424,-9.3712645,-9.2234058,-9.1889582,1.6002231,572,788.5,772.5,447.875,243.25,124.375,59.25,24.75,0.41443411,0.23695652,5.1795845,5.5691028,5.9913192,6.5868859,7.398953,7.7500238,7.6118612,7.2816467,0.8368578,1.1691184,3.0884814,3.7910655,3.9128721,4.006804,4.3366766,4.4767451,1.6876197,1319.9064,2227.5,3014,2001.625,1142.625,562.625,284.25,136.25,60.375,24.875,2442,1213.125,370.125,114.75,41,11.875,1.125,0.125
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1455.7365,943.42755,500.66403,958.04126,497.69528,18564.768,9852.0664,442.76352,8712.7002,1.0664054,2.8273129,395.77722,40.28635,102.95504,106.35597,2.1443548,-166.92152,0,62.720104,183.44963,184.27046,3.4009311,0.64807576,0.34392491,0.65811443,0.34188554,12.752835,6.7677541,0.027142989,0.087739222,0.95536846,98369.57,8448.7666,91996.313,96294.063,9.2881584,9.5168896,2.5221636,1.5679199,1069.25,1179.4382,8.7140074,0.028252808,2.4400597,2.0787601,1.339895,0.79100925,0.46573207,0.22122303,0.09534733,0.049553115,1744.375,1028.625,768.125,650.125,552.375,420.75,270.25,130.875,0.5,0.86602539,0.70710677,0.5,0.5,0.70710677,-2.7267325,-2.6335282,-2.6066682,-11.154816,-10.677388,-10.323131,1.6384194,553.125,768.5,720.5,396.375,192.375,91.625,38.875,20.25,0.30431244,0.1615074,4.4827743,4.8093143,5.1872578,5.8334517,6.3993726,6.3904529,6.147521,5.9723635,0.69566095,1.2605976,3.0016503,3.5451591,3.5781071,4.2592282,5.3790536,6.2306843,1.6505857,1355.2008,2236.875,3071,1978.5,1091.5,505.75,233.75,105,42.625,21.25,2517.875,1210,371,109.375,41.375,13.375,3.75,1
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1521.0437,966.01678,541.79266,952.18933,568.85431,19009.277,10661.396,424.22415,8347.8828,1.0677785,2.8777082,380.95804,39.183094,88.618988,95.839996,1.9601396,-100.01488,0,63.462646,197.77277,180.51216,7.2210026,0.63510126,0.35619795,0.62601054,0.37398949,12.497523,7.0092635,0.031234281,0.13078229,0.92186546,96983.703,12358.429,87112.781,94496.195,9.2224979,9.2155828,3.0845411,1.6286906,1067.875,1174.271,9.4539223,0.027368095,2.3984017,2.0318491,1.3663732,0.82601225,0.48137042,0.26036108,0.13124913,0.052252479,1694.625,1018.375,762.375,637.875,538.75,417,270.125,146.625,0.70710677,12.668859,12.589679,0.5,5.1961522,5.6789083,-2.8289573,-2.74385,-2.7232716,-9.4896278,-9.2146349,-8.8879318,1.7084986,619.75,912.125,824.375,440.375,215.125,108.875,50.875,21.75,0.3479259,0.1979228,4.8813114,5.1342793,5.5316839,6.2725625,6.9316554,7.4916301,7.0733457,6.363378,0.67008042,1.4442523,3.1979861,3.8623524,3.9236403,3.6842082,3.4123647,3.3186042,1.5959822,1436.6545,2292.875,3179.125,2108.125,1196.375,559.75,265.25,126.25,54.375,22.625,2559.375,1196,372,119.375,50.125,17.375,3.5,0.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1424.1605,921.98737,487.0181,910.85901,513.30151,18143.789,9583.542,434.9693,8560.248,1.0657824,4.0507393,352.3876,41.565704,92.375992,94.60569,0.96880049,-124.45889,0,62.717754,147.97066,152.52966,2.2296979,0.64739007,0.34196854,0.63957608,0.36042392,12.739989,6.7292566,0.076804191,0.1880756,0.95541227,78860.211,13838.829,70300.383,73581.203,8.3162622,8.1641121,2.9439709,2.262567,1069.875,1174.3777,8.9987526,0.031456448,2.4410117,2.095036,1.3694423,0.79913574,0.46682996,0.25096998,0.13610028,0.072194777,1664.875,977,725.25,604.125,514.125,402.125,254.25,128.125,2.2912879,1.8027756,0.70710677,0.70710677,0.70710677,0.70710677,-2.5522857,-2.5389173,-2.5295103,-9.6482506,-9.5571499,-9.5289412,1.6070635,571.125,731.5,719.625,409.125,211.375,112.875,58.875,29.125,0.34126163,0.20008276,4.4461656,4.7590203,5.0275645,5.5941944,6.1745453,6.3114414,6.7755637,6.6912436,0.84635144,0.92654908,2.6140242,3.5063441,4.0152822,4.3388577,4.6526709,5.0365868,1.6788317,1323.0182,2221.125,3014,1952.875,1091.875,508.375,247.5,120.875,59.25,29.125,2442.875,1221.375,372.25,99.25,36.125,8,0.375,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1372.6234,890.11523,472.72275,889.22882,483.39456,17515.688,9301.7656,417.39249,8213.9229,1.0680286,1.0013024,352.15933,49.607738,69.348877,65.675911,1.9997168,-111.49277,0,61.394524,154.23642,173.48143,-3.6729615,0.64847744,0.34439364,0.64783162,0.35216838,12.760738,6.7766337,0.068761043,0.18986735,0.9313249,70013.734,12533.821,61480.082,66013.57,7.8359351,7.6230249,2.8274336,1.9989345,1067.625,1159.1696,9.0658131,0.030248933,2.4044809,2.0425408,1.3362914,0.82307345,0.50240952,0.25028437,0.11090508,0.060119465,1557.25,918.875,682.25,576.875,489.125,369.875,231.25,112.375,1.118034,0.70710677,0.5,0.5,0.5,0.70710677,-2.593051,-2.5631039,-2.5430872,-11.212721,-10.839316,-10.523035,1.5744876,542.125,721.75,676.75,392.25,200.5,95.75,47,24.5,0.36405277,0.19501625,4.3260169,4.8037524,5.2742376,5.8273249,6.4239559,6.3959908,5.908658,6.1383514,0.66379195,1.0417398,2.5904615,3.3986261,3.8859091,4.3635101,5.0192256,5.3848119,1.7068541,1286.0648,2195.125,2866.75,1868.5,1065.625,509.25,248.375,112.5,50.625,24.75,2324.625,1146.75,388.875,117,47.875,16.75,3.625,0.25
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1412.803,909.65424,499.06754,1057.228,355.57489,15586.016,8550.5234,410.5867,7035.4917,1.0270708,0.93968284,299.06726,41.86108,35.618546,35.509888,1.5867615,-83.196228,0,61.339756,167.5984,158.76978,-0.10865656,0.64386487,0.35324636,0.74831957,0.25168046,11.031981,6.0521703,0.17135312,0.44557509,0.74604237,44676.262,18166.152,30416.242,40770.125,6.5315762,5.128068,4.0714641,2.1227546,1019.625,1105.7006,2.7404613,0.063706718,2.3813264,2.0016129,1.2458723,0.65392798,0.34099263,0.16826983,0.084718063,0.04448374,1848,1103.125,813,695.25,593.25,482.25,277.875,136.5,0.70710677,0.5,0.86602539,0.5,0.86602539,0.70710677,-3.1007185,-3.0103602,-2.9609418,-11.019177,-10.884067,-10.11885,1.6267431,412,472,479.375,232.25,115.375,58,31.125,15.25,0.21617466,0.11704423,1.1851877,1.1753858,1.1963658,1.3172327,1.4504863,1.6330417,1.620104,1.1941264,0.49090019,0.71301174,1.2998763,1.5550727,1.6400902,1.6428077,1.6022985,1.7778916,1.6411668,1311.3384,2152.125,2945.875,1793.375,958.5,383.875,175.75,81.375,39.375,18.125,2533.875,1321.375,479.125,151.625,60.375,23.375,8.25,2.875
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1407.8041,867.83612,537.12976,1034.8784,372.9256,14869.504,9204.2559,330.70636,5665.2485,1.0284576,1.9377666,266.1568,35.858868,47.028671,44.942375,1.5720445,-99.081284,0,59.904064,138.01878,123.87946,-2.0862987,0.61644667,0.38153732,0.73510116,0.26489881,10.562198,6.5380235,0.16932908,0.5139851,0.64977843,48097.281,22850.266,28887.238,44457.063,6.7770371,5.160068,4.4585233,2.1233482,1018.25,1105.5692,3.0935636,0.052758478,2.4058347,2.0471299,1.2477142,0.678541,0.40910485,0.22130533,0.11759099,0.051820796,1821.375,1094.5,804,669.375,574,475.25,298.875,167.875,15.644487,7.8262382,15.149258,1.2247449,0.70710677,0.70710677,-2.6397274,-2.5601261,-2.5322127,-10.457825,-10.389126,-10.285494,1.6235318,552.375,612.875,538,284.75,155.875,83.75,49.625,20.125,0.27518657,0.15368815,1.4959856,1.4196461,1.4839132,1.6165661,1.7302554,1.7436476,1.3259926,1.3805143,0.22319435,0.75799352,1.3763249,1.6793233,1.6620872,1.6116686,1.6218237,1.5926923,1.6472734,1313.3066,2163.375,3025.5,1866.25,987.125,441.875,221.25,102.875,50.625,20.125,2473.125,1253.375,449.125,157.125,65.375,19.125,1,0
